pageid,category,is_bio_like
81238446,Category:Companions of the Prophet,False
81238446,Category:Omani people,False
81238465,Category:2020 establishments in California,False
81238465,Category:American companies established in 2020,False
81238465,Category:Companies based in Silicon Valley,False
81238465,Category:Health care companies of the United States,False
81238465,Category:Medical technology companies of the United States,False
81238495,Category:Oxychlorides,False
81238495,Category:Plutonium compounds,False
81238520,Category:1999 births,True
81238520,Category:21st-century Mexican sportsmen,False
81238520,Category:Athletes (track and field) at the 2024 Summer Paralympics,False
81238520,Category:Living people,True
81238520,Category:Medalists at the World Para Athletics Championships,False
81238520,Category:Mexican athletics biography stubs,False
81238520,Category:Mexican male discus throwers,False
81238520,Category:Mexican male shot putters,False
81238520,Category:Paralympic athletes for Mexico,False
81238520,Category:World Para Athletics Championships winners,False
81238522,Category:Government agencies,False
81238522,Category:Government departments of Jharkhand,False
81238522,Category:Jharkhand,False
81238543,Category:1816 births,True
81238543,Category:1887 deaths,True
81238543,Category:Hanafis,False
81238543,Category:Indian Sunni Muslim scholars of Islam,False
81238543,Category:People from Saharanpur district,True
81238560,Category:Surnames,False
81238565,Category:1985 births,True
81238565,Category:Hong Kong Christians,False
81238565,Category:Hong Kong female models,False
81238565,Category:Hong Kong film actresses,True
81238565,Category:Hong Kong television actresses,True
81238565,Category:Living people,True
81238599,Category:2022 establishments in South Korea,False
81238599,Category:Musical groups established in 2022,False
81238599,Category:South Korean electronic music groups,False
81238599,Category:South Korean hip-hop groups,False
81238599,Category:South Korean musical duos,False
81238643,Category:1880s in Paris,False
81238643,Category:1887 in Europe,False
81238643,Category:1887 in France,False
81238643,Category:1887 in labor relations,False
81238643,Category:Anarchism in France,False
81238643,Category:Attacks on coffeehouses and cafés in France,False
81238643,Category:Building bombings in Paris,False
81238643,Category:Explosions in 1887,False
81238643,Category:History of anarchism,False
81238643,Category:July 1887,False
81238643,Category:Propaganda of the deed,False
81238643,Category:Terrorist incidents in Paris,False
81238643,Category:Terrorist incidents in the 1880s,False
81238663,Category:Companies established in 2023,False
81238663,Category:Technology companies of Israel,False
81238683,Category:2026 in American motorsport,False
81238683,Category:2026 in Formula Three,False
81238683,Category:2026 in formula racing,False
81238683,Category:Formula Regional Americas Championship,False
81238683,Category:Scheduled motorsport seasons,False
81238697,Category:Arctic naval operations of World War II,False
81238697,Category:Campaignbox templates,False
81238697,Category:World War II campaignboxes,False
81238722,Category:Lubań County,False
81238722,Category:Railway stations in Lower Silesian Voivodeship,False
81238722,Category:Railway stations in Poland opened in 1865,False
81238750,Category:2002 births,True
81238750,Category:21st-century Colombian sportsmen,False
81238750,Category:Athletes (track and field) at the 2023 Parapan American Games,False
81238750,Category:Athletes (track and field) at the 2024 Summer Paralympics,False
81238750,Category:Colombian athletics biography stubs,False
81238750,Category:Colombian male sprinters,False
81238750,Category:Living people,True
81238750,Category:Medalists at the 2023 Parapan American Games,False
81238750,Category:Medalists at the World Para Athletics Championships,False
81238750,Category:Paralympic athletes for Colombia,False
81238750,Category:Parapan American Games gold medalists for Colombia,False
81238750,Category:Parapan American Games medalists in athletics (track and field),False
81238753,Category:2020s high school films,False
81238753,Category:2025 films,False
81238753,Category:Films set in Taipei,False
81238753,Category:Taiwanese coming-of-age films,False
81238753,Category:Taiwanese drama films,False
81238784,Category:1929 births,True
81238784,Category:2012 deaths,True
81238784,Category:20th-century American lawyers,False
81238784,Category:21st-century American lawyers,False
81238784,Category:American prosecutors,False
81238784,Category:Democratic Party Washington (state) state senators,False
81238784,Category:Democratic Party members of the Washington House of Representatives,False
81238784,"Category:People from Richland, Washington",True
81238784,"Category:People from Talent, Oregon",True
81238784,Category:United States Army soldiers,False
81238784,Category:University of Oregon alumni,False
81238784,Category:Washington (state) lawyers,False
81238784,Category:Willamette University College of Law alumni,False
81238791,"Category:Baiyun District, Guangzhou",False
81238791,Category:Railway stations in China opened in 2025,False
81238791,Category:Railway stations in Guangzhou,False
81238821,Category:Oxybromides,False
81238821,Category:Uranium compounds,False
81238833,Category:Alumni of Ulster University,False
81238833,Category:Alumni of the Royal Academy of Dramatic Art,False
81238833,Category:British stage actors,True
81238833,Category:British television actors,True
81238833,Category:Living people,True
81238836,Category:1820s establishments in Australia,False
81238836,Category:Anglican church buildings in Sydney,False
81238836,Category:Australian building and structure stubs,False
81238836,Category:Oceanian church stubs,False
81238836,"Category:Ryde, New South Wales",False
81238845,Category:2013 establishments in Greece,False
81238845,Category:Companies based in Athens,False
81238845,Category:Sports betting,False
81238853,Category:2002 births,True
81238853,Category:21st-century Russian sportsmen,False
81238853,Category:Athletes (track and field) at the 2020 Summer Paralympics,False
81238853,Category:Athletes (track and field) at the 2024 Summer Paralympics,False
81238853,Category:Living people,True
81238853,Category:Medalists at the World Para Athletics Championships,False
81238853,Category:Medalists at the World Para Athletics European Championships,False
81238853,Category:Russian athletics biography stubs,False
81238853,Category:Russian male sprinters,False
81238867,Category:1960 establishments in Morocco,False
81238867,Category:Golf governing bodies,False
81238867,Category:Golf in Morocco,False
81238867,Category:National members of the International Golf Federation,False
81238867,Category:Organizations based in Rabat,False
81238867,Category:Sports governing bodies in Morocco,False
81238867,Category:Sports organizations established in 1960,False
81238877,Category:Government agencies,False
81238877,Category:Government departments of Jharkhand,False
81238877,Category:Jharkhand,False
81238882,Category:1960s aircraft stubs,False
81238882,Category:Europe transport stubs,False
81238882,Category:Iceland stubs,False
81238882,Category:Icelandair,False
81238882,Category:Individual aircraft,False
81238885,Category:Pharmacology stubs,False
81238892,Category:2010s American television series premieres,False
81238892,Category:2015 American television episodes,False
81238892,Category:CSI: Cyber episode redirects to lists,False
81238900,Category:Battles and operations of World War II involving the Philippines,False
81238900,Category:Battles of World War II involving Japan,False
81238900,Category:History of Lanao del Sur,False
81238900,Category:Moro history,False
81238900,Category:Philippine resistance against Japan,False
81238905,Category:2015 American television episodes,False
81238905,Category:CSI: Cyber episode redirects to lists,False
81238907,Category:2015 American television episodes,False
81238907,Category:CSI: Cyber episode redirects to lists,False
81238911,Category:Disambiguation pages,False
81238919,Category:Cognitive psychology,False
81238919,Category:Ergonomics,False
81238919,Category:Error,False
81238919,Category:Human reliability,False
81238935,Category:Insects described in 1900,False
81238935,Category:Insects of Mexico,False
81238935,Category:Insects of the United States,False
81238935,Category:Whiteflies,False
81238937,Category:2006 singles,False
81238937,Category:Acid Jazz Records singles,False
81238937,Category:Dean Parrish songs,False
81238937,Category:Northern soul songs,False
81238937,Category:Songs written by Paul Weller,False
81238946,Category:Beetles described in 1948,False
81238946,Category:Cassidinae,False
81238946,Category:Cassidinae stubs,False
81238952,Category:Beetles described in 1963,False
81238952,Category:Cassidinae,False
81238952,Category:Cassidinae stubs,False
81238953,Category:1960s American film stubs,False
81238953,Category:1960s American films,False
81238953,Category:1965 films,False
81238953,Category:1965 thriller films,False
81238953,Category:American crime thriller films,False
81238953,Category:American independent films,False
81238953,Category:Thriller film stubs,False
81238957,Category:Beetles described in 1924,False
81238957,Category:Cassidinae,False
81238957,Category:Cassidinae stubs,False
81238961,Category:Beetles described in 1934,False
81238961,Category:Cassidinae,False
81238961,Category:Cassidinae stubs,False
81238971,Category:2000s British television series premieres,False
81238971,Category:2001 British television episodes,False
81238971,Category:Judge John Deed episode redirects to lists,False
81238972,Category:2024–25 in Turkish basketball,False
81238972,Category:Basketbol Süper Ligi playoffs,False
81238976,Category:1977 establishments in Germany,False
81238976,Category:Agriculture and the environment,False
81238976,Category:Environmental organisations based in Germany,False
81238976,Category:Textile companies,False
81238976,Category:Trading companies,False
81238976,Category:Trading companies established in the 20th century,False
81238978,Category:Banking technology,False
81238978,Category:Central Bank of Russia,False
81238978,Category:Electronic funds transfer,False
81238978,Category:Financial services companies established in 2019,False
81238978,Category:Payment clearing systems,False
81238987,Category:Pharmacology stubs,False
81239001,Category:2025 sculptures,False
81239001,Category:Buildings and structures in Winchester,False
81239001,Category:Jane Austen,False
81239001,Category:Statues in England,False
81239004,Category:Corruption in the Philippines,False
81239004,Category:Marcos family,False
81239004,Category:Political scandals in the Philippines,False
81239099,Category:2020s crimes in Manchester,False
81239099,Category:2020s vehicle-ramming attacks,False
81239099,Category:2025 crimes in the United Kingdom,False
81239099,Category:2025 in England,False
81239099,Category:2025 in Judaism,False
81239099,Category:2025 murders in the United Kingdom,False
81239099,Category:21st-century attacks on Jewish institutions,False
81239099,Category:Antisemitic attacks and incidents in Europe,False
81239099,Category:Antisemitism in England,False
81239099,Category:Attacks on religious buildings and structures in the United Kingdom,False
81239099,Category:Attacks on synagogues,False
81239099,Category:Deaths by firearm in England,True
81239099,Category:Jews and Judaism in Manchester,False
81239099,Category:Killings by law enforcement officers,False
81239099,Category:Murder in Manchester,False
81239099,Category:October 2025 crimes in Europe,False
81239099,Category:October 2025 in the United Kingdom,False
81239099,Category:Stabbing attacks in England,False
81239099,Category:Terrorism in England,False
81239099,Category:Terrorist incidents in Manchester,False
81239099,Category:Terrorist incidents in the United Kingdom in 2025,False
81239099,Category:Terrorist incidents involving vehicular attacks in Europe,False
81239099,Category:Vehicle-ramming attacks in the United Kingdom,False
81239099,Category:Violent incidents in reaction to the Gaza war,False
81239099,Category:Yom Kippur,False
81239114,Category:1995 births,True
81239114,Category:Japanese voice actors,True
81239114,Category:Living people,True
81239114,Category:Voice actresses from Nagano Prefecture,True
81239121,Category:Beetles described in 1922,False
81239121,Category:Cassidinae,False
81239121,Category:Cassidinae stubs,False
81239128,Category:Beetles described in 1948,False
81239128,Category:Cassidinae,False
81239128,Category:Cassidinae stubs,False
81239133,Category:Beetles described in 1962,False
81239133,Category:Cassidinae,False
81239133,Category:Cassidinae stubs,False
81239134,Category:Beetles described in 1933,False
81239134,Category:Cassidinae,False
81239134,Category:Cassidinae stubs,False
81239149,Category:Beetles described in 1888,False
81239149,Category:Cassidinae,False
81239149,Category:Cassidinae stubs,False
81239152,Category:Beetles described in 1962,False
81239152,Category:Cassidinae,False
81239152,Category:Cassidinae stubs,False
81239155,Category:Beetles described in 1919,False
81239155,Category:Cassidinae,False
81239155,Category:Cassidinae stubs,False
81239157,Category:Disa (plant),False
81239157,Category:Endemic flora of the Cape Provinces,False
81239157,Category:Endemic orchids of South Africa,False
81239157,Category:Fynbos,False
81239157,Category:Plants described in 1782,False
81239166,Category:Beetles described in 1923,False
81239166,Category:Cassidinae,False
81239166,Category:Cassidinae stubs,False
81239176,Category:Box girder bridges,False
81239176,Category:Bridges completed in 1978,False
81239176,Category:Buildings and structures in the Province of Potenza,False
81239176,Category:Buildings and structures in the Province of Salerno,False
81239176,Category:Road bridges in Italy,False
81239176,Category:Viaducts in Italy,False
81239177,Category:Beetles described in 1964,False
81239177,Category:Cassidinae,False
81239177,Category:Cassidinae stubs,False
81239179,Category:Disa (plant),False
81239179,Category:Endemic orchids of South Africa,False
81239179,Category:Flora of KwaZulu-Natal,False
81239179,Category:Flora of Lesotho,False
81239179,Category:Flora of the Cape Provinces,False
81239179,Category:Orchidoideae stubs,False
81239179,Category:Plants described in 1838,False
81239184,Category:Beetles described in 1998,False
81239184,Category:Cassidinae,False
81239184,Category:Cassidinae stubs,False
81239192,Category:Indian Navy ship names,False
81239192,Category:Set index articles on ships,False
81239209,Category:Beetles described in 1943,False
81239209,Category:Cassidinae,False
81239209,Category:Cassidinae stubs,False
81239210,Category:Disa (plant),False
81239210,Category:Endemic flora of the Cape Provinces,False
81239210,Category:Endemic orchids of South Africa,False
81239210,Category:Fynbos,False
81239210,Category:Orchidoideae stubs,False
81239210,Category:Plants described in 1838,False
81239215,Category:Beetles described in 1876,False
81239215,Category:Cassidinae,False
81239215,Category:Cassidinae stubs,False
81239218,Category:Beetles described in 1924,False
81239218,Category:Cassidinae,False
81239218,Category:Cassidinae stubs,False
81239227,Category:Disa (plant),False
81239227,Category:Endemic flora of the Cape Provinces,False
81239227,Category:Endemic orchids of South Africa,False
81239227,Category:Fynbos,False
81239227,Category:Orchidoideae stubs,False
81239227,Category:Plants described in 1838,False
81239235,Category:2025 debut albums,False
81239235,Category:The New Eves albums,False
81239235,Category:Transgressive Records albums,False
81239244,Category:Beetles described in 1877,False
81239244,Category:Cassidinae,False
81239244,Category:Cassidinae stubs,False
81239250,Category:Disa (plant),False
81239250,Category:Endemic flora of the Cape Provinces,False
81239250,Category:Endemic orchids of South Africa,False
81239250,Category:Fynbos,False
81239250,Category:Orchidoideae stubs,False
81239261,Category:Disa (plant),False
81239261,Category:Endemic flora of the Cape Provinces,False
81239261,Category:Endemic orchids of South Africa,False
81239261,Category:Fynbos,False
81239261,Category:Orchidoideae stubs,False
81239261,Category:Plants described in 1897,False
81239271,Category:1996 births,True
81239271,Category:21st-century German politicians,True
81239271,Category:21st-century mayors,False
81239271,Category:Christian Democratic Union of Germany politicians,True
81239271,Category:German politician stubs,False
81239271,Category:Living people,True
81239271,Category:Mayors of places in Germany,False
81239271,Category:Members of the Landtag of Saarland,False
81239274,Category:Disa (plant),False
81239274,Category:Flora of South Africa,False
81239274,Category:Orchidoideae stubs,False
81239274,Category:Plants described in 1889,False
81239274,Category:Taxa named by Harry Bolus,False
81239279,Category:AfC submissions by date/03 October 2025,False
81239279,"Category:AfC submissions on geography, places and buildings",False
81239279,Category:Draft articles,False
81239279,Category:Draft articles on history,False
81239279,Category:Draft articles on transportation,False
81239310,Category:Disa (plant),False
81239310,Category:Endemic flora of the Cape Provinces,False
81239310,Category:Endemic orchids of South Africa,False
81239310,Category:Fynbos,False
81239310,Category:Orchidoideae stubs,False
81239312,Category:Beetles described in 1897,False
81239312,Category:Cassidinae,False
81239312,Category:Cassidinae stubs,False
81239313,Category:Beetles described in 1917,False
81239313,Category:Cassidinae,False
81239313,Category:Cassidinae stubs,False
81239317,Category:1933 births,True
81239317,Category:1994 deaths,True
81239317,Category:20th-century Colombian women singers,True
81239317,Category:Blind singers,True
81239317,Category:People from Córdoba Department,True
81239321,Category:Beetles described in 1964,False
81239321,Category:Cassidinae,False
81239321,Category:Cassidinae stubs,False
81239326,Category:Beetles described in 1939,False
81239326,Category:Cassidinae,False
81239326,Category:Cassidinae stubs,False
81239334,Category:Boraginaceae stubs,False
81239334,Category:Flora of Karnataka,False
81239334,Category:Flora of Kerala,False
81239334,Category:Heliotropium,False
81239349,Category:2020s Argentine films,False
81239349,Category:2020s Spanish-language films,False
81239349,Category:2020s Spanish films,False
81239349,Category:2025 films,False
81239349,Category:2025 psychological thriller films,False
81239349,Category:Argentine psychological thriller films,False
81239349,Category:Films shot in the province of Huesca,False
81239349,Category:Spanish psychological thriller films,False
81239369,Category:Disa (plant),False
81239369,Category:Flora of South Africa,False
81239369,Category:Plants described in 1889,False
81239369,Category:Taxa named by Harry Bolus,False
81239370,Category:1935 establishments in Australia,False
81239370,Category:1943 disestablishments in Australia,False
81239370,Category:Cabinets disestablished in 1943,False
81239370,Category:Cabinets established in 1935,False
81239370,Category:Ministries of Edward VIII,False
81239370,Category:Ministries of George V,False
81239370,Category:Ministries of George VI,False
81239370,Category:Victoria (state) ministries,False
81239381,Category:Italian-language surnames,False
81239381,Category:Surnames,False
81239390,Category:Passenger rail transport in Indonesia,False
81239390,Category:Rail transport in Indonesia,False
81239390,Category:Railway services introduced in 2014,False
81239402,Category:2021 novels,False
81239403,Category:Disa (plant),False
81239403,Category:Flora of South Africa,False
81239403,Category:Flora of Swaziland,False
81239403,Category:Plants described in 1800,False
81239436,Category:Disa (plant),False
81239436,Category:Endemic flora of the Cape Provinces,False
81239436,Category:Endemic orchids of South Africa,False
81239436,Category:Fynbos,False
81239441,Category:1971 births,True
81239441,Category:Complutense University of Madrid alumni,False
81239441,Category:Investigative journalists,True
81239441,Category:Journalists from Madrid,True
81239441,Category:Living people,True
81239441,Category:Paranormal investigators,False
81239441,Category:Spanish conspiracy theorists,False
81239441,Category:Spanish women journalists,True
81239441,Category:Spanish women radio presenters,False
81239441,Category:Spanish women writers,True
81239465,Category:1940s births,True
81239465,Category:2010 deaths,True
81239465,Category:Men's association football wingers,False
81239465,Category:Sportspeople from Colombo,True
81239465,Category:Sri Lanka men's international footballers,True
81239465,Category:Sri Lankan men's footballers,True
81239472,Category:Disa (plant),False
81239472,Category:Endemic flora of the Cape Provinces,False
81239472,Category:Endemic orchids of South Africa,False
81239472,Category:Fynbos,False
81239472,Category:Plants described in 1782,False
81239509,Category:Draft articles,False
81239513,Category:Disa (plant),False
81239513,Category:Flora of Mozambique,False
81239513,Category:Flora of South Africa,False
81239513,Category:Flora of Swaziland,False
81239513,Category:Plants described in 1838,False
81239515,Category:2022 deaths,True
81239515,Category:21st-century Indian photographers,False
81239515,Category:Best Cinematography National Film Award winners,False
81239515,Category:Cinematographers from Tamil Nadu,False
81239515,Category:Satyajit Ray Film and Television Institute alumni,False
81239515,Category:Tamil cinematographers,False
81239560,Category:Beetles described in 1897,False
81239560,Category:Cassidinae,False
81239560,Category:Cassidinae stubs,False
81239583,Category:Beetles described in 1917,False
81239583,Category:Cassidinae,False
81239583,Category:Cassidinae stubs,False
81239594,Category:2025 in Polish sport,False
81239594,Category:2025 in speedway,False
81239594,Category:October 2025 sports events in Poland,False
81239594,Category:Sport in Toruń,False
81239594,Category:Team Speedway Junior World Championship,False
81239596,Category:Beetles described in 1885,False
81239596,Category:Cassidinae,False
81239596,Category:Cassidinae stubs,False
81239610,Category:Beetles described in 1930,False
81239610,Category:Cassidinae,False
81239610,Category:Cassidinae stubs,False
81239622,Category:Disa (plant),False
81239622,Category:Endemic flora of the Cape Provinces,False
81239622,Category:Endemic orchids of South Africa,False
81239622,Category:Fynbos,False
81239622,Category:Plants described in 1905,False
81239622,Category:Taxa named by Harry Bolus,False
81239637,Category:Beetles described in 1876,False
81239637,Category:Cassidinae,False
81239637,Category:Cassidinae stubs,False
81239660,Category:Beetles described in 1976,False
81239660,Category:Cassidinae,False
81239660,Category:Cassidinae stubs,False
81239693,Category:Beetles described in 1905,False
81239693,Category:Cassidinae,False
81239693,Category:Cassidinae stubs,False
81239741,Category:Beetles described in 1876,False
81239741,Category:Cassidinae,False
81239741,Category:Cassidinae stubs,False
81239744,Category:Disa (plant),False
81239744,Category:Endemic flora of the Cape Provinces,False
81239744,Category:Endemic orchids of South Africa,False
81239744,Category:Fynbos,False
81239744,Category:Plants described in 1800,False
81239744,Category:Renosterveld,False
81239753,Category:Beetles described in 1906,False
81239753,Category:Cassidinae,False
81239753,Category:Cassidinae stubs,False
81239759,Category:Beetles described in 1930,False
81239759,Category:Cassidinae,False
81239759,Category:Cassidinae stubs,False
81239766,Category:Beetles described in 1930,False
81239766,Category:Cassidinae,False
81239766,Category:Cassidinae stubs,False
81239772,Category:Beetles described in 1913,False
81239772,Category:Cassidinae,False
81239772,Category:Cassidinae stubs,False
81239780,Category:Disa (plant),False
81239780,Category:Endemic flora of the Cape Provinces,False
81239780,Category:Endemic orchids of South Africa,False
81239780,Category:Fynbos,False
81239780,Category:Plants described in 1800,False
81239786,Category:Beetles described in 1960,False
81239786,Category:Cassidinae,False
81239786,Category:Cassidinae stubs,False
81239793,Category:2025 albums,False
81239793,Category:Envy of None albums,False
81239793,Category:Kscope albums,False
81239809,Category:Disa (plant),False
81239809,Category:Flora of Mozambique,False
81239809,Category:Flora of South Africa,False
81239809,Category:Flora of Swaziland,False
81239809,Category:Flora of Zimbabwe,False
81239809,Category:Plants described in 1924,False
81239816,Category:Beetles described in 1928,False
81239816,Category:Cassidinae,False
81239816,Category:Cassidinae stubs,False
81239817,Category:Apollo in art,False
81239817,Category:Artemis in art,False
81239817,Category:LGBTQ-related plays,False
81239817,Category:Lost plays,False
81239817,Category:Plays based on classical mythology,False
81239817,Category:Plays by Sophocles,False
81239817,Category:Plays set in ancient Greece,False
81239818,Category:2025 ICF Canoe Slalom World Championships,False
81239818,Category:2025 in Australian women's sport,False
81239818,Category:2025 in women's canoeing,False
81239820,Category:Catholic organization stubs,False
81239829,Category:Software companies established in 2017,False
81239837,Category:Frog stubs,False
81239837,Category:Frogs of South America,False
81239837,Category:IUCN Red List least concern species,False
81239837,Category:Proceratophrys,False
81239843,Category:Beetles described in 1878,False
81239843,Category:Cassidinae,False
81239843,Category:Cassidinae stubs,False
81239846,Category:Beetles described in 1930,False
81239846,Category:Cassidinae,False
81239846,Category:Cassidinae stubs,False
81239911,Category:Railway junction stations in Bihar,False
81239911,Category:Railway stations in Supaul district,False
81239911,Category:Samastipur railway division,False
81239911,Category:Sonpur railway division,False
81239911,Category:Transport in Bihar,False
81239925,Category:2025 albums,False
81239925,Category:Andy Bell (Welsh musician) albums,False
81239925,Category:Sonic Cathedral albums,False
81239937,Category:1990s instrumental albums,False
81239937,Category:1998 albums,False
81239937,Category:Rondò Veneziano albums,False
81239938,Category:1840s painting stubs,False
81239938,Category:1847 paintings,False
81239938,"Category:Cultural depictions of Arthur Wellesley, 1st Duke of Wellington",False
81239938,Category:Cultural depictions of Edward VII,False
81239938,Category:Cultural depictions of Louis Philippe I,False
81239938,Category:Cultural depictions of Prince Albert of Saxe-Coburg and Gotha,False
81239938,Category:Cultural depictions of Robert Peel,False
81239938,Category:History paintings,False
81239938,Category:Oil on canvas paintings,False
81239938,Category:Paintings by Franz Xaver Winterhalter,False
81239938,Category:Paintings in the Palace of Versailles,False
81239938,Category:Paintings in the Royal Collection of the United Kingdom,False
81239938,Category:Paintings of Queen Victoria,False
81239938,Category:Paintings of children,False
81239938,Category:Windsor in art,False
81239984,Category:British wrestlers,False
81239984,Category:Commonwealth Games athletes for Scotland,False
81239984,Category:Scottish wrestlers,False
81239984,Category:Sport wrestler stubs,False
81239984,Category:Wrestlers at the 1954 British Empire and Commonwealth Games,False
81240021,Category:2025 European Road Championships,False
81240037,Category:1987 births,True
81240037,Category:Islamic University of Gaza alumni,False
81240037,Category:Malaysian Muslims,False
81240037,Category:Malaysian activists,False
81240037,Category:Malaysian people of Malay descent,False
81240037,Category:Malaysia–Palestine relations,False
81240051,Category:2005 births,True
81240051,Category:21st-century Uzbekistani sportswomen,False
81240051,Category:Living people,True
81240051,Category:Medalists at the World Para Athletics Championships,False
81240051,Category:Uzbekistani female javelin throwers,False
81240051,Category:Uzbekistani female shot putters,False
81240051,Category:World Para Athletics Championships winners,False
81240058,Category:2005 births,True
81240058,Category:AS Trenčín players,False
81240058,Category:Association football midfielders,False
81240058,Category:Living people,True
81240058,Category:People from Bojnice,True
81240058,Category:Slovak First Football League players,False
81240058,Category:Slovak football midfielder stubs,False
81240058,Category:Slovak footballers,True
81240058,Category:Slovak men's footballers,True
81240058,Category:Slovakia men's youth international footballers,True
81240079,Category:Living people,True
81240080,Category:Companies based in Haryana,False
81240080,Category:Manufacturing companies established in 1992,False
81240081,Category:Government agencies,False
81240081,Category:Government departments of Jharkhand,False
81240081,Category:India politics stubs,False
81240081,Category:Jharkhand,False
81240110,Category:1989 births,True
81240110,Category:21st-century Ecuadorian politicians,True
81240110,Category:Ecuadorian politician stubs,False
81240110,Category:Living people,True
81240110,Category:Members of the fifth National Assembly (Ecuador),False
81240110,Category:Social Christian Party (Ecuador) politicians,True
81240123,Category:2025 albums,False
81240123,Category:Angel Deradoorian albums,False
81240123,Category:Fire Records (UK) albums,False
81240154,Category:2018 establishments in California,False
81240154,Category:Advertising agencies of the United States,False
81240154,Category:American companies established in 2018,False
81240154,Category:Marketing software,False
81240154,Category:Technology companies based in the San Francisco Bay Area,False
81240166,Category:2025 European Road Championships,False
81240166,Category:2025 in women's road cycling,False
81240172,Category:Disa (plant),False
81240172,Category:Flora of Africa,False
81240172,Category:IUCN Red List data deficient species,False
81240172,Category:Plants described in 1902,False
81240201,Category:Disa (plant),False
81240201,Category:Flora of Mozambique,False
81240201,Category:Flora of South Africa,False
81240201,Category:Flora of Zimbabwe,False
81240201,Category:IUCN Red List vulnerable species,False
81240201,Category:Plants described in 1981,False
81240209,Category:British wrestlers,False
81240209,Category:Commonwealth Games athletes for Scotland,False
81240209,Category:Commonwealth Games silver medallists for Scotland,False
81240209,Category:Commonwealth Games silver medallists in wrestling,False
81240209,Category:Scottish wrestlers,False
81240209,Category:Sport wrestler stubs,False
81240209,Category:Wrestlers at the 1958 British Empire and Commonwealth Games,False
81240226,Category:Beetles described in 1906,False
81240226,Category:Cassidinae,False
81240226,Category:Cassidinae stubs,False
81240234,Category:Beetles described in 1888,False
81240234,Category:Cassidinae,False
81240234,Category:Cassidinae stubs,False
81240235,Category:2025 disasters in Ethiopia,False
81240235,Category:Amhara Region,False
81240235,Category:Building and structure collapses in 2025,False
81240235,Category:Building and structure collapses in Africa,False
81240235,Category:Collapses in churches,False
81240235,Category:Disaster stubs,False
81240235,Category:Ethiopia stubs,False
81240235,Category:October 2025 in Ethiopia,False
81240240,Category:Beetles described in 1955,False
81240240,Category:Cassidinae,False
81240240,Category:Cassidinae stubs,False
81240246,Category:Andaman Sea,False
81240246,Category:Cephalopods of Asia,False
81240246,Category:Gulf of Thailand,False
81240246,Category:IUCN Red List least concern species,False
81240246,Category:Least concern biota of Asia,False
81240246,Category:Molluscs described in 1999,False
81240246,Category:Molluscs of the Indian Ocean,False
81240246,Category:Molluscs of the Pacific Ocean,False
81240246,Category:Octopodidae,False
81240246,Category:Octopus stubs,False
81240246,Category:Taxa named by Mark Norman (marine biologist),False
81240247,Category:Beetles described in 1939,False
81240247,Category:Cassidinae,False
81240247,Category:Cassidinae stubs,False
81240250,Category:Disa (plant),False
81240250,Category:Flora of Malawi,False
81240250,Category:Flora of Tanzania,False
81240250,Category:Flora of Zambia,False
81240250,Category:IUCN Red List data deficient species,False
81240250,Category:Plants described in 1981,False
81240253,Category:Beetles described in 1924,False
81240253,Category:Cassidinae,False
81240253,Category:Cassidinae stubs,False
81240259,Category:Beetles described in 1899,False
81240259,Category:Cassidinae,False
81240259,Category:Cassidinae stubs,False
81240264,Category:Beetles described in 1897,False
81240264,Category:Cassidinae,False
81240264,Category:Cassidinae stubs,False
81240271,Category:Beetles described in 1902,False
81240271,Category:Cassidinae,False
81240271,Category:Cassidinae stubs,False
81240283,Category:Disa (plant),False
81240283,Category:Flora of Zambia,False
81240283,Category:Flora of the Democratic Republic of the Congo,False
81240283,Category:IUCN Red List data deficient species,False
81240283,Category:Plants described in 1914,False
81240288,Category:Beetles described in 1999,False
81240288,Category:Cassidinae,False
81240288,Category:Cassidinae stubs,False
81240301,Category:Beetles described in 1888,False
81240301,Category:Cassidinae,False
81240301,Category:Cassidinae stubs,False
81240316,Category:Beetles described in 1897,False
81240316,Category:Cassidinae,False
81240316,Category:Cassidinae stubs,False
81240343,Category:Disa (plant),False
81240343,Category:Flora of Mozambique,False
81240343,Category:Flora of Zimbabwe,False
81240343,Category:IUCN Red List least concern species,False
81240343,Category:Plants described in 1999,False
81240346,"Category:Line 2, Shanghai Metro",False
81240346,Category:Shanghai Metro stations in Qingpu District,False
81240346,Category:Shanghai Metro stubs,False
81240392,Category:Disa (plant),False
81240392,Category:Flora of South Africa,False
81240392,Category:Flora of Swaziland,False
81240392,Category:IUCN Red List near threatened species,False
81240392,Category:Plants described in 1881,False
81240421,Category:Beetles described in 1999,False
81240421,Category:Cassidinae,False
81240421,Category:Cassidinae stubs,False
81240428,Category:Beetles described in 1896,False
81240428,Category:Cassidinae,False
81240428,Category:Cassidinae stubs,False
81240431,Category:Disa (plant),False
81240431,Category:Flora of Angola,False
81240431,Category:Flora of Zambia,False
81240431,Category:Flora of the Democratic Republic of the Congo,False
81240431,Category:IUCN Red List data deficient species,False
81240431,Category:Plants described in 1902,False
81240435,Category:Beetles described in 1897,False
81240435,Category:Cassidinae,False
81240435,Category:Cassidinae stubs,False
81240443,Category:2025 WTA 125 tournaments,False
81240448,Category:Disa (plant),False
81240448,Category:Flora of Africa,False
81240448,Category:IUCN Red List data deficient species,False
81240448,Category:Plants described in 1900,False
81240449,Category:Living people,True
81240463,Category:Disa (plant),False
